ID,mag_name,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,closest_placement_ani,completeness,contamination,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,host_species,AB_batch,taxonomy_level,sample_type
EHM040271,EHA02637_bin.83.fa,Coassembly,EHA02637,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,s__Sellimonas intestinalis,99.08,99.67,1.78,2610334,48.00%,22633.00,279,2456,53,2030,1280,385,16,Cathartes aura,ABB0298,Species,Stomach contents
EHM040274,EHA02637_bin.87.fa,Coassembly,EHA02637,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter othiniensis,99.31,61.87,0.69,1325164,32.00%,6075.00,558,2086,31,1585,984,471,23,Cathartes aura,ABB0298,Species,Stomach contents
EHM040218,EHA02637_bin.31.fa,Coassembly,EHA02637,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Thomasclavelia,s__Thomasclavelia spiroformis,99.00,84.27,4.47,4747730,46.00%,10246.00,225,1649,40,1275,790,347,21,Cathartes aura,ABB0298,Species,Stomach contents
EHM040275,EHA02637_bin.88.fa,Coassembly,EHA02637,2.3.0,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__UBA1367,s__UBA1367 sp900314645,96.05,59.74,2.08,2418533,30.00%,5485.00,407,1428,59,1081,551,328,23,Cathartes aura,ABB0298,Species,Stomach contents
EHM040212,EHA02637_bin.24.fa,Coassembly,EHA02637,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Vagococcaceae,g__Vagococcus,s__,0.00,63.29,2.23,1441593,34.00%,3461.00,455,1171,13,952,628,182,16,Cathartes aura,ABB0298,Genus,Stomach contents
EHM040224,EHA02637_bin.37.fa,Coassembly,EHA02637,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Cellulosilyticaceae,g__Zhenhengia,s__,84.53,98.58,1.47,3690239,46.00%,86260.00,241,1684,48,1351,871,315,19,Cathartes aura,ABB0298,Genus,Stomach contents
EHM040236,EHA02637_bin.48.fa,Coassembly,EHA02637,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Cellulosilyticaceae,g__Zhenhengia,s__Zhenhengia yiwuensis,97.82,94.28,8.00,3620558,28.00%,106980.00,150,1787,65,1433,902,322,18,Cathartes aura,ABB0298,Species,Stomach contents
EHM037824,EHA02460_bin.25.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,0.00,95.22,3.27,3108522,61.00%,37734.00,114,2925,90,2365,1404,512,18,Sciurus vulgaris,ABB0280,Family,Faecal
EHM038352,EHA02446_bin.4.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,0.00,98.24,1.04,2867911,38.00%,44323.00,106,2821,77,2115,1388,651,23,Sciurus vulgaris,ABB0280,Family,Faecal
EHM037372,EHA02458_bin.19.fa,Individual,EHA02458,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,0.00,64.94,4.79,2433058,42.00%,3470.00,742,2063,84,1584,891,449,22,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037546,EHA02455_bin.11.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,0.00,85.26,2.79,2975157,41.00%,8477.00,450,2904,92,2289,1395,569,20,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038151,EHA02443_bin.1.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,0.00,99.98,1.01,3320260,47.00%,207543.00,30,2968,142,2344,1448,575,19,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038358,EHA02446_bin.7.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,87.12,97.90,1.75,3601554,50.00%,206372.00,36,3289,142,2497,1488,743,23,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038168,EHA02443_bin.26.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,89.69,85.65,0.13,2040562,65.00%,15967.00,198,1758,94,1402,889,322,18,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038347,EHA02446_bin.35.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes senegalensis,97.99,59.78,0.81,2088917,61.00%,4054.00,573,1486,111,1177,610,279,19,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037959,EHA02456_bin.17.fa,Individual,EHA02456,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__Acholeplasmatales,f__Anaeroplasmataceae,g__Anaeroplasma,s__,77.76,96.87,0.42,2092609,40.00%,155435.00,62,1972,67,1434,846,508,26,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038019,EHA02450_bin.16.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__,84.46,93.53,0.95,2669794,36.00%,59608.00,82,2700,67,2229,1468,430,16,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037806,EHA02444_bin.8.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,98.61,83.87,1.67,3448846,48.00%,10467.00,475,2918,218,2336,1260,536,18,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038351,EHA02446_bin.39.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,96.63,55.19,2.77,2441112,49.00%,4105.00,661,1771,146,1359,659,383,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038017,EHA02450_bin.14.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella intestinihominis,98.45,99.35,0.09,3042688,44.00%,30356.00,207,2473,131,1937,1152,507,21,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037547,EHA02455_bin.12.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium pseudocatenulatum,98.52,99.89,1.30,2127226,56.00%,210226.00,31,1734,85,1437,982,272,16,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037554,EHA02455_bin.19.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium longum,0.00,51.79,5.52,1344558,61.00%,25808.00,86,1227,34,886,558,322,26,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037564,EHA02455_bin.9.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium animalis,96.04,87.04,1.59,1915712,61.00%,14442.00,208,1565,60,1269,862,275,18,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038022,EHA02450_bin.19.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,80.48,98.04,1.89,3655587,47.00%,25710.00,239,3497,143,2862,1704,575,16,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037808,EHA02460_bin.1.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Buchnera,s__,76.78,95.05,0.71,514737,23.00%,13260.00,62,480,0,433,346,38,8,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037716,EHA02441_bin.1.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,88.39,99.81,0.36,3663592,40.00%,142612.00,37,3483,142,2681,1621,755,22,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037790,EHA02444_bin.31.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__CAG-196 sp002102975,98.21,99.81,0.97,2101316,35.00%,107407.00,29,2118,65,1371,856,717,34,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037787,EHA02444_bin.29.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-267,s__CAG-267 sp001917135,98.31,100.00,0.29,1865544,47.00%,146067.00,25,1700,49,1052,691,630,37,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037852,EHA02449_bin.4.fa,Individual,EHA02449,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,s__,0.00,98.11,3.06,2056189,28.00%,148880.00,45,2261,44,1390,767,841,37,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038162,EHA02443_bin.20.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-303,s__,83.25,100.00,0.23,2771605,38.00%,49805.00,73,2524,85,1955,1234,522,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037719,EHA02441_bin.12.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,89.01,99.95,0.09,4106235,49.00%,111483.00,60,3353,218,2402,1363,912,27,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037738,EHA02441_bin.3.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,77.56,54.66,0.51,1414617,55.00%,3384.00,446,953,39,682,326,256,27,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037988,EHA02447_bin.15.fa,Individual,EHA02447,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,90.20,74.47,1.07,3107691,45.00%,4216.00,810,2435,159,1678,809,722,30,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037552,EHA02455_bin.17.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900554845,97.45,97.12,0.91,3332029,49.00%,86387.00,85,2805,146,2091,1131,682,24,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037727,EHA02441_bin.2.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900541835,98.96,85.34,0.58,2062608,61.00%,9374.00,311,1785,43,1317,737,437,24,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037728,EHA02441_bin.20.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900542185,97.21,95.74,0.17,3360474,53.00%,118540.00,39,2584,196,2026,1190,523,20,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037817,EHA02460_bin.19.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900760735,0.00,78.85,0.23,2575267,54.00%,63683.00,56,1956,140,1531,895,397,20,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037819,EHA02460_bin.20.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900759795,96.16,78.23,2.11,2019159,56.00%,10917.00,260,1670,70,1280,704,367,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038334,EHA02446_bin.23.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__CAG-590 sp900544905,98.07,100.00,0.48,3038379,42.00%,155654.00,33,2819,71,2217,1399,554,20,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037723,EHA02441_bin.16.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,79.95,95.86,0.12,2675898,55.00%,82441.00,47,2181,87,1583,943,569,26,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037833,EHA02460_bin.8.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,79.77,99.88,0.25,3114706,47.00%,68153.00,78,2725,154,1992,1133,700,26,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038163,EHA02443_bin.21.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,89.44,99.81,0.63,3102039,53.00%,105930.00,53,2585,133,1899,1100,657,25,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038319,EHA02446_bin.1.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,94.14,93.50,2.21,2207903,52.00%,17704.00,207,1861,97,1516,907,325,17,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037720,EHA02441_bin.13.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp900759825,96.78,87.59,0.26,2664160,60.00%,14904.00,265,2207,149,1673,937,496,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037744,EHA02441_bin.7.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp910587355,96.24,83.05,0.53,2295000,52.00%,8017.00,359,2029,100,1556,847,447,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037804,EHA02444_bin.6.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-1031,s__CAG-1031 sp000431215,97.74,98.91,0.03,2443945,54.00%,70298.00,46,1987,80,1531,906,429,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037551,EHA02455_bin.16.fa,Individual,EHA02455,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,0.00,95.71,1.82,3277716,52.00%,116981.00,34,3128,82,2609,1619,480,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037733,EHA02441_bin.25.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,0.00,98.02,2.49,3783890,46.00%,133958.00,76,3645,86,2868,1723,729,20,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037745,EHA02441_bin.8.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,0.00,84.40,3.70,3511131,50.00%,23844.00,228,3418,92,2870,1718,498,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037812,EHA02460_bin.13.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,0.00,89.79,1.06,2844452,50.00%,72035.00,60,2661,62,2272,1464,348,13,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037853,EHA02449_bin.5.fa,Individual,EHA02449,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,0.00,91.40,2.78,3861884,49.00%,145663.00,42,3651,105,3038,1863,557,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038136,EHA02442_bin.20.fa,Individual,EHA02442,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,0.00,95.67,2.29,3286107,52.00%,136941.00,43,3079,65,2559,1584,471,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037856,EHA02449_bin.8.fa,Individual,EHA02449,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,0.00,92.30,1.69,3935787,52.00%,10829.00,497,3602,121,2847,1707,681,19,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038016,EHA02450_bin.13.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladousia,s__,76.98,94.67,1.10,3875120,48.00%,47046.00,120,3386,125,2724,1662,597,18,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038169,EHA02443_bin.27.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,79.04,99.83,0.23,3500755,43.00%,123542.00,53,3203,116,2370,1468,785,25,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037722,EHA02441_bin.15.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus eutactus_A,98.63,66.34,1.17,1884601,45.00%,3927.00,537,1509,44,1087,589,395,26,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038134,EHA02442_bin.19.fa,Individual,EHA02442,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus sp900761435,98.85,59.39,0.79,1714901,41.00%,3498.00,529,1314,29,975,525,324,25,Sciurus vulgaris,ABB0280,Species,Faecal
EHM038323,EHA02446_bin.13.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus sp900761435,95.91,99.97,1.33,3047019,40.00%,100699.00,75,2761,51,2062,1276,656,24,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037368,EHA02458_bin.15.fa,Individual,EHA02458,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__,0.00,58.09,0.95,2327032,49.00%,4582.00,599,1998,24,1536,827,429,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038152,EHA02443_bin.10.fa,Individual,EHA02443,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Copromonas,s__,0.00,95.63,1.95,3666816,49.00%,92706.00,54,3371,71,2808,1780,508,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037772,EHA02444_bin.15.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,0.00,96.05,0.12,1844687,50.00%,36222.00,95,1617,48,1169,755,416,26,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037672,EHA02448_bin.6.fa,Individual,EHA02448,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,79.32,92.22,3.89,2508006,52.00%,6680.00,497,1975,118,1519,826,418,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038328,EHA02446_bin.18.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,80.26,82.75,0.75,2918491,49.00%,13161.00,358,2269,142,1736,953,495,22,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037362,EHA02458_bin.1.fa,Individual,EHA02458,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister succinatiphilus,96.19,75.17,2.62,1795960,51.00%,3674.00,539,1327,22,975,617,326,25,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037785,EHA02444_bin.27.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp002320515,97.50,96.88,0.86,2355511,52.00%,18824.00,182,1944,29,1528,1098,386,20,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037965,EHA02456_bin.22.fa,Individual,EHA02456,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__,0.00,98.46,0.29,2670290,57.00%,62153.00,67,2168,127,1710,1014,430,20,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037717,EHA02441_bin.10.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp019416285,96.90,99.84,0.07,3288373,53.00%,65970.00,80,2665,193,2050,1253,578,22,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037730,EHA02441_bin.22.fa,Individual,EHA02441,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp900549445,98.90,99.93,0.10,3003427,53.00%,82082.00,54,2445,146,1890,1136,521,21,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037775,EHA02444_bin.18.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp001701225,98.18,99.84,0.28,3281688,56.00%,176990.00,41,2773,166,2084,1202,650,23,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037778,EHA02444_bin.20.fa,Individual,EHA02444,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp019416285,96.36,100.00,0.13,3436680,53.00%,185646.00,43,2777,203,2162,1284,575,21,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037854,EHA02449_bin.6.fa,Individual,EHA02449,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp019416285,96.01,99.75,0.13,3454187,53.00%,93740.00,69,2790,191,2210,1281,541,19,Sciurus vulgaris,ABB0280,Species,Faecal
EHM037822,EHA02460_bin.23.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,85.38,89.23,3.05,2630840,62.00%,33284.00,122,2683,35,2149,1311,497,19,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038025,EHA02450_bin.21.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,87.01,92.55,5.38,3182855,57.00%,119178.00,97,3138,45,2386,1363,720,23,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038344,EHA02446_bin.32.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,84.95,75.55,0.81,1831232,63.00%,9562.00,261,1869,21,1457,902,389,21,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037832,EHA02460_bin.7.fa,Individual,EHA02460,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,78.64,93.37,1.62,3685462,49.00%,97966.00,57,3330,185,2681,1650,599,18,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037977,EHA02456_bin.5.fa,Individual,EHA02456,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,78.39,94.76,1.85,3589072,49.00%,36294.00,148,3253,162,2657,1607,552,17,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038024,EHA02450_bin.20.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,0.00,88.98,2.18,3333232,52.00%,16304.00,284,3027,158,2466,1464,516,17,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038131,EHA02442_bin.16.fa,Individual,EHA02442,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,0.00,77.77,0.48,3028971,52.00%,25081.00,167,2709,169,2256,1362,412,15,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038320,EHA02446_bin.10.fa,Individual,EHA02446,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,0.00,91.42,2.91,3383435,50.00%,22671.00,210,3010,196,2480,1524,480,16,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM037620,EHA02459_bin.16.fa,Individual,EHA02459,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__,0.00,94.65,0.96,3192982,35.00%,46843.00,109,3044,96,2190,1256,804,26,Sciurus vulgaris,ABB0280,Genus,Faecal
EHM038021,EHA02450_bin.18.fa,Individual,EHA02450,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__,79.48,97.14,0.12,2819551,37.00%,71951.00,60,2516,110,1970,1210,506,20,Sciurus vulgaris,ABB0280,Genus,Faecal
